"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Recycling","From_the_business","Crowd","Planning"
"606","trending clothing business shops in Delhi","Delhi Fashion Emporium","A-15/A  Devli Rd  Krishna Park Colony  Khanpur Extension  Khanpur  New Delhi  Delhi 110062","A-15/A  Devli Rd","New Delhi","110062","New Delhi  Delhi 110062","Delhi","IN","Asia/Calcutta"," ","दिल्ली फैशन एंपोरियम"," "," ","09818301054","098183 01054"," "," ",,,"Clothing store"," ","Yes","28","4"," ","open","Wednesday, 12-9 pm; Thursday, 12-9 pm; Friday, 12-9 pm; Saturday, 12-9 pm; Sunday, 12-9 pm; Monday, 12-9 pm; Tuesday, Closed; ","12-9 pm","12-9 pm","12-9 pm","Closed","12-9 pm","12-9 pm","12-9 pm","Lat 28.508881199999998","Lng 77.2324067","28.508881199999998,77.2324067","7JWVG65J+HX3","ChIJvfGDZqLhDDkRW3msNdrjG38"," ","https://www.google.com/maps/place/?q=place_id:ChIJvfGDZqLhDDkRW3msNdrjG38","9159164793530906971","https://www.google.com/search?kgmid=/g/1jkz5mcl9","/g/1jkz5mcl9","https://lh5.googleusercontent.com/p/AF1QipMqL7UYa9H6drSV-6nXMul2DrOJw7hoTdi384ZK"," ","https://search.google.com/local/reviews?placeid=ChIJvfGDZqLhDDkRW3msNdrjG38&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcINCgI","Wheelchair-accessible entrance",,"Delivery | In-store pick-up","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards",,,,,"Quick visit"
"607","trending clothing business shops in Delhi","DC Fashion - Karol Bagh","2435 to 2438  Ajmal Khan Rd  Block 35M  Beadonpura  Karol Bagh  New Delhi  Delhi  110005","2435 to 2438  Ajmal Khan Rd","New Delhi, Delhi","110005","New Delhi  Delhi  110005","Delhi","IN","Asia/Calcutta"," ","डीसी फैशन - करोल बाग"," "," ","09650519056","096505 19056","+919650519056","customercare@dcfashion.in | business@dcfashion.in","https://dcfashion.in/","dcfashion.in","Designer Clothing Store","Boutique","Yes","1309","4.8"," ","open","Wednesday, 10:45 am-9 pm; Thursday, 10:45 am-9 pm; Friday, 10:45 am-9 pm; Saturday, 10:45 am-9 pm; Sunday, 10:45 am-9 pm; Monday, Closed; Tuesday, 10:45 am-9 pm; ","10:45 am-9 pm","10:45 am-9 pm","Closed","10:45 am-9 pm","10:45 am-9 pm","10:45 am-9 pm","10:45 am-9 pm","Lat 28.650174999999997","Lng 77.19234209999999","28.650174999999997,77.19234209999999","7JWVM52R+3W8","ChIJ_zrsFFgDDTkRKTySebkZSIc"," ","https://www.google.com/maps/place/?q=place_id:ChIJ_zrsFFgDDTkRKTySebkZSIc","9748069677842709545","https://www.google.com/search?kgmid=/g/11lryny5sp","/g/11lryny5sp","https://lh5.googleusercontent.com/p/AF1QipOA94ZU3jjp9qnrHILXWmEGYXjsl5t1NfY0Gm-U","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://dcfashion.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJ_zrsFFgDDTkRKTySebkZSIc&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/DCFashion.in"," "," ","https://www.instagram.com/DCFashion.in","https://www.youtube.com/@DCFashionIndia","Explore a premium collection of bridal lehengas, sarees, and stylish men’s ethnic wear at Karol Bagh’s top wedding destination. From intricate handwork to luxurious fabrics, find the perfect outfits for brides, grooms, and their families. Experience timeless elegance and unmatched craftsmanship",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIWygJ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Wi-Fi","Delivery | In-store pick-up | In-store shopping | On-site services","Cheques | Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Men's clothing | Women's clothing",,"Identifies as women-owned","LGBTQ+ friendly","Appointment required | Quick visit"
"608","trending clothing business shops in Delhi","Planet Fashion","B-28  Inner Cir  Block B  Connaught Place  New Delhi  Delhi 110001","B-28  Inner Cir","New Delhi","110001","New Delhi  Delhi 110001","Delhi","IN","Asia/Calcutta"," ","प्लैनेट फैशन"," "," ","01141513334","011 4151 3334",,,"http://www.planetfashion.in/","planetfashion.in","Clothing store","Clothing Accessories Store","Yes","191","4.1"," ","open","Wednesday, 10:30 am-10 pm; Thursday, 10:30 am-10 pm; Friday, 10:30 am-10 pm; Saturday, 10:30 am-10 pm; Sunday, 10:30 am-10 pm; Monday, 10:30 am-10 pm; Tuesday, 10:30 am-10 pm; ","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","Lat 28.634304","Lng 77.21926599999999","28.634304,77.21926599999999","7JWVJ6M9+PPC","ChIJMZ5S7Tf9DDkR3iLfjLFukAQ"," ","https://www.google.com/maps/place/?q=place_id:ChIJMZ5S7Tf9DDkR3iLfjLFukAQ","328884481649746654","https://www.google.com/search?kgmid=/g/12h_b87s8","/g/12h_b87s8","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDhvL_PDw","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.planetfashion.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJMZ5S7Tf9DDkR3iLfjLFukAQ&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ",,,"Online Shopping for Men: Explore 1000+ range of mens clothing, accessories, footwear, masks online at Louis Philippe. Avail Free Shipping 15 Days exchange policy. Visit now!",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIhwEoCg",,,"Delivery","Credit cards | Debit cards | NFC mobile payments",,,,,"Quick visit"
"609","trending clothing business shops in Delhi","Shop From Mev","2nd Floor  8/3  Block E  Malviya Nagar  New Delhi  Delhi 110017","2nd Floor","New Delhi","110017","8/3","Delhi","IN","Asia/Calcutta"," ","शॉप फ्रॉम मेव"," "," ","09871076267","098710 76267",,,"https://instagram.com/shopfrommev?igshid=MzMyNGUyNmU2YQ==","instagram.com","Clothing store","Bag shop","Yes","9","5"," ","open","Wednesday, 9 am-9 pm; Thursday, 9 am-9 pm; Friday, 9 am-9 pm; Saturday, 9 am-9 pm; Sunday, 9 am-9 pm; Monday, 9 am-9 pm; Tuesday, 9 am-9 pm; ","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","9 am-9 pm","Lat 28.5333132","Lng 77.20775309999999","28.5333132,77.20775309999999","7JWVG6M5+84C","ChIJBXum457jDDkRPphKCauIz7k"," ","https://www.google.com/maps/place/?q=place_id:ChIJBXum457jDDkRPphKCauIz7k","13389070485372442686","https://www.google.com/search?kgmid=/g/11vc2cwg76","/g/11vc2cwg76","https://lh5.googleusercontent.com/p/AF1QipO9HS_8Eg7Pms9zZ0isZ7kPvs4IxL-Kvng3LJTp","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://instagram.com/shopfrommev?igshid=MzMyNGUyNmU2YQ==&size=48","https://search.google.com/local/reviews?placeid=ChIJBXum457jDDkRPphKCauIz7k&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ",,,"2,055 followers, 1,080 following, 456 posts – Shop From Mev™| Kashmiri Clothing (@shopfrommev) on Instagram: ""Exclusive and Handmade Kashmiri collection. Shipping worldwide. 🌎DM to order! #ShopFromMev #ShopLocal""",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIrwEoCw",,"Gender-neutral toilets | Wi-Fi | Wi-Fi","In-store pick-up","Credit cards | Debit cards | Google Pay | NFC mobile payments",,,"Identifies as women-owned",,"Quick visit"
"610","trending clothing business shops in Delhi","Pep By Han","36  I Block Rd  Block I  Lajpat Nagar II  Lajpat Nagar  New Delhi  Delhi 110024","36  I Block Rd","New Delhi","110024","New Delhi  Delhi 110024","Delhi","IN","Asia/Calcutta"," ","पेप की हन"," "," ","01141009323","011 4100 9323",,,"https://pepbyhan.com/","pepbyhan.com","Designer Clothing Store"," ","No","1","5"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 11 am-8 pm; Monday, Closed; Tuesday, 11 am-8 pm; ","11 am-8 pm","11 am-8 pm","Closed","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.5700827","Lng 77.2428121","28.5700827,77.2428121","7JWVH6CV+24M","ChIJsSPBQKbjDDkRJxnWgMlPSPs"," ","https://www.google.com/maps/place/?q=place_id:ChIJsSPBQKbjDDkRJxnWgMlPSPs","18106810028711614759","https://www.google.com/search?kgmid=/g/11v5y05rh4","/g/11v5y05rh4"," ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://pepbyhan.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJsSPBQKbjDDkRJxnWgMlPSPs&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ","https://instagram.com/pep_by_han?igshid=NTc4MTIwNjQ2YQ==",,"Pepbyhan is a western wear design label serving exclusive womenswear designs. Shop from our unique collection of  outfits made with detail and intricate designing,",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcI2wEoDA",,,,"NFC mobile payments",,,,,"Quick visit"
"611","trending clothing business shops in Delhi","Tashiva Lifestyle Private Limited Best Clothing Shop in Delhi","Kishangarh Village  Vasant Kunj  Kishangarh  New Delhi  Delhi 110070","Kishangarh Village  Vasant Kunj","Kishangarh, New Delhi","110070","Kishangarh  New Delhi  Delhi 110070","Delhi","IN","Asia/Calcutta"," ","ताशीवा लाइफ़स्टाइल प्राइवेट लिमिटेड बेस्ट क्लोथिंग शॉप इन दिल्ली"," "," ","07210674020","072106 74020",,,"https://wa.me/917210674020","wa.me","Clothing store","Clothing Accessories Store","Yes","1","5"," ","open"," ",,,,,,,,"Lat 28.519927199999998","Lng 77.16832289999999","28.519927199999998,77.16832289999999","7JWVG599+X8G","ChIJMVSYwjsfDTkRGfb6T94yjRA"," ","https://www.google.com/maps/place/?q=place_id:ChIJMVSYwjsfDTkRGfb6T94yjRA","1192665406729025049","https://www.google.com/search?kgmid=/g/11y2w3k4sc","/g/11y2w3k4sc","https://lh5.googleusercontent.com/p/AF1QipNQIMNzChF6SVSURij2iiEDAZyEtGMVuMpC1cyu","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://wa.me/917210674020&size=48","https://search.google.com/local/reviews?placeid=ChIJMVSYwjsfDTkRGfb6T94yjRA&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/profile.php?id=100064758844406"," "," ","https://www.instagram.com/whatsapp/?hl=en","https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw","Business Account",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIgAIoDQ",,,"Delivery | In-store pick-up | In-store shopping","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards",,,,,"Quick visit"
"612","trending clothing business shops in Delhi","Ruby's Boutique","Shop G-3  Sun Rise Plaza  C - 84  तिकोना पार्क मार्ग  near Union Bank Of India  Jamia Nagar  Okhla  New Delhi  Delhi 110025","Shop G-3","New Delhi","110025","Sun Rise Plaza","Delhi","IN","Asia/Calcutta"," ","रुबीज बुटीक"," "," ","07011509889","070115 09889"," "," ",,,"Boutique"," ","Yes","195","4.7"," ","open","Wednesday, 6 am-12 am; Thursday, 6 am-12 am; Friday, 6 am-12 am; Saturday, 6 am-12 am; Sunday, 6 am-12 am; Monday, 6 am-12 am; Tuesday, 6 am-12 am; ","6 am-12 am","6 am-12 am","6 am-12 am","6 am-12 am","6 am-12 am","6 am-12 am","6 am-12 am","Lat 28.562389999999997","Lng 77.28909809999999","28.562389999999997,77.28909809999999","7JWVH76Q+XJ5","ChIJb8J1lQnlDDkRJPu7OWUw8Do"," ","https://www.google.com/maps/place/?q=place_id:ChIJb8J1lQnlDDkRJPu7OWUw8Do","4246947659928828708","https://www.google.com/search?kgmid=/g/11qg941rn9","/g/11qg941rn9","https://lh5.googleusercontent.com/p/AF1QipO2m2f2p5YNBDZ61axyd-tDhrEEiiM_unmq6IEA"," ","https://search.google.com/local/reviews?placeid=ChIJb8J1lQnlDDkRJPu7OWUw8Do&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcInQIoDg","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating","Gender-neutral toilets","Delivery | In-store pick-up","Debit cards | NFC mobile payments | Credit cards",,"Clothing","Identifies as women-owned",,"Quick visit"
"613","trending clothing business shops in Delhi","StitchNStyle Aman's Boutique","Sports Complex  Varuna Naval Officers mess  Shankar Vihar  New Delhi  Delhi 110010","Sports Complex","New Delhi","110010","Varuna Naval Officers mess","Delhi","IN","Asia/Calcutta"," ","स्टिचंस्टाइल अमांस बुटीक"," "," ","07382626813","073826 26813"," "," ",,,"Boutique","Custom tailor","Yes","127","4.9"," ","open","Wednesday, 10:30 am-7 pm; Thursday, Closed; Friday, 10:30 am-7 pm; Saturday, 10:30 am-7 pm; Sunday, 10:30 am-7 pm; Monday, 10:30 am-7 pm; Tuesday, 10:30 am-7 pm; ","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","Closed","10:30 am-7 pm","Lat 28.5720714","Lng 77.1392059","28.5720714,77.1392059","7JWVH4CQ+RMG","ChIJR5jdW_gcDTkR2SWIrsetsFo"," ","https://www.google.com/maps/place/?q=place_id:ChIJR5jdW_gcDTkR2SWIrsetsFo","6534914132452845017","https://www.google.com/search?kgmid=/g/11c7sx6lpm","/g/11c7sx6lpm","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICn456RvwE"," ","https://search.google.com/local/reviews?placeid=ChIJR5jdW_gcDTkR2SWIrsetsFo&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIyAIoDw",,,"Delivery | In-store shopping",,"Women's clothing",,,,
"614","trending clothing business shops in Delhi","UNIQUE APPARELS","6/108 DDA FLATS MADANGIR NEAR LAL BAHADUR SHASTRI MARG NEW DELHI -110062  New Delhi  Delhi 110019","6/108 DDA FLATS MADANGIR NEAR LAL BAHADUR SHASTRI MARG NEW DELHI -110062","New Delhi","110019","New Delhi  Delhi 110019","Delhi","IN","Asia/Calcutta"," "," "," "," "," ",," "," ",,,"Women's clothing store"," ","Yes","1","5"," ","open"," ",,,,,,,,"Lat 28.5399027","Lng 77.25433319999999","28.5399027,77.25433319999999","7JWVG7Q3+XP8","ChIJUbFeALLjDDkRdxOIp7bauuw"," ","https://www.google.com/maps/place/?q=place_id:ChIJUbFeALLjDDkRdxOIp7bauuw","17058187016648790903","https://www.google.com/search?kgmid=/g/11xd_15jmx","/g/11xd_15jmx","https://lh5.googleusercontent.com/p/vcS8Zg3bG0sG-zt1ngCjHQ"," ","https://search.google.com/local/reviews?placeid=ChIJUbFeALLjDDkRdxOIp7bauuw&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcI8QIoEA",,,,,"Women's clothing",,,,
"615","trending clothing business shops in Delhi","Ramji Sons","Shop No-1  Central Market  Lajpat Nagar II  Lajpat Nagar  New Delhi  Delhi 110024","Shop No-1","New Delhi","110024","New Delhi  Delhi 110024","Delhi","IN","Asia/Calcutta"," ","दिल्ली क्लॉथ सेंटर (मफतलाल कपड़े अधिकृत डीलर)"," "," "," ",,"+919958884713",,"http://ramjisons.in/","ramjisons.in","Fabric store"," ","Yes","454","4.2"," ","open","Wednesday, 10:30 am-9 pm; Thursday, 10:30 am-9 pm; Friday, 10:30 am-9 pm; Saturday, 10:30 am-9 pm; Sunday, 10:30 am-9 pm; Monday, 10:30 am-8 pm; Tuesday, 10:30 am-9 pm; ","10:30 am-9 pm","10:30 am-9 pm","10:30 am-8 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","Lat 28.5695263","Lng 77.2403216","28.5695263,77.2403216","7JWVH69R+R48","ChIJ_003Ca3jDDkRsDCXKSx9MEU"," ","https://www.google.com/maps/place/?q=place_id:ChIJ_003Ca3jDDkRsDCXKSx9MEU","4985622416128946352","https://www.google.com/search?kgmid=/g/1ths7qyv","/g/1ths7qyv","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDkvYaM4wE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://ramjisons.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJ_003Ca3jDDkRsDCXKSx9MEU&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/ramjisonsfabricsstudio"," "," ","https://www.instagram.com/ramjisons_lajpat_nagar/?hl=en","https://www.youtube.com/channel/UCzWjSWFjyttpcaQ6JzhOPtQ/featured","Ramjisons is your online destination for premium quality fabrics at the best prices. We offer a wide variety of fabrics, including embroidered, imported, printed, chanderi, banarasi, and more. Shop our extensive collection and find the perfect fabric for your next sewing project.",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIhwMoEQ","Wheelchair-accessible entrance",,"Delivery | Same-day delivery","Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"616","trending clothing business shops in Delhi","STYLE COLLECTION","B-1/687  Raja Ram Marg  Block F1  Doctor Ambedkar Nagar  Madangir  New Delhi  Delhi 110062","B-1/687  Raja Ram Marg","New Delhi","110062","New Delhi  Delhi 110062","Delhi","IN","Asia/Calcutta"," ","शैली की दुकान"," "," "," ",," "," ",,,"Men's clothing store","Clothing store","Yes","8","3.9"," ","open","Wednesday, 10 am-10 pm; Thursday, 10 am-10 pm; Friday, 10 am-10 pm; Saturday, 10 am-10 pm; Sunday, 10 am-10 pm; Monday, 10 am-10 pm; Tuesday, 10 am-10 pm; ","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","Lat 28.5228753","Lng 77.2321892","28.5228753,77.2321892","7JWVG6FJ+5V4","ChIJt54FwIThDDkRveXtaO0s9BQ"," ","https://www.google.com/maps/place/?q=place_id:ChIJt54FwIThDDkRveXtaO0s9BQ","1509881173255251389","https://www.google.com/search?kgmid=/g/1tczc89n","/g/1tczc89n","https://lh5.googleusercontent.com/p/AF1QipOclBvpdNa_e9KVJkfQ9Uh_pJkRrV0yMuTW15jG"," ","https://search.google.com/local/reviews?placeid=ChIJt54FwIThDDkRveXtaO0s9BQ&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIrAMoEg",,,,,"Men's clothing",,,,"Quick visit"
"617","trending clothing business shops in Delhi","CURATIVE CREATIONS  SIL SILA Sustainable fashion boutique","Shop no 282/2  near Pizza Hut  Moti Bagh II  Satya Niketan  South Moti Bagh  New Delhi  Delhi 110021","Shop no 282/2","New Delhi","110021","near Pizza Hut","Delhi","IN","Asia/Calcutta"," "," "," "," ","08287041994","082870 41994",,,"http://curativesilsila.com/","curativesilsila.com","Designer Clothing Store","Boutique","Yes","16","4.9"," ","open","Wednesday, 4-8 pm; Thursday, 4-8 pm; Friday, 4-8 pm; Saturday, 4-8 pm; Sunday, 11 am-7 pm; Monday, 4-8 pm; Tuesday, 4-8 pm; ","4-8 pm","11 am-7 pm","4-8 pm","4-8 pm","4-8 pm","4-8 pm","4-8 pm","Lat 28.5883452","Lng 77.1687178","28.5883452,77.1687178","7JWVH5Q9+8FP","ChIJoVHWGusdDTkRgMUMwDx5T1A"," ","https://www.google.com/maps/place/?q=place_id:ChIJoVHWGusdDTkRgMUMwDx5T1A","5786977348021437824","https://www.google.com/search?kgmid=/g/11w39_p6b9","/g/11w39_p6b9","https://lh5.googleusercontent.com/p/AF1QipPmi5wukr6S480T2tAMXiDdQM3OioJfgBphW4RT","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://curativesilsila.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJoVHWGusdDTkRgMUMwDx5T1A&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIzgMoEw",,"Restroom","Delivery | In-store pick-up | In-store shopping | On-site services","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Women's clothing","Clothing","Identifies as women-owned",,"Quick visit"
"618","trending clothing business shops in Delhi","The Shop","10  Regal Building  Sansad Marg  beside Barista  Hanuman Road Area  Connaught Place  New Delhi  Delhi 110001","10","New Delhi","110001","Regal Building","Delhi","IN","Asia/Calcutta"," ","दी षाप"," "," ","01123340971","011 2334 0971","+919717575099","info@theshopindia.com","http://www.theshopindia.com/","theshopindia.com","Clothing store","Baby clothing store","Yes","146","4.6"," ","open","Wednesday, 10 am-8 pm; Thursday, 10 am-8 pm; Friday, 10 am-8 pm; Saturday, 10 am-8 pm; Sunday, 11 am-7 pm; Monday, 10 am-8 pm; Tuesday, 10 am-8 pm; ","10 am-8 pm","11 am-7 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","Lat 28.6301162","Lng 77.21743339999999","28.6301162,77.21743339999999","7JWVJ6J8+2XV","ChIJU0LT6Un9DDkRwyP0LYELdZA"," ","https://www.google.com/maps/place/?q=place_id:ChIJU0LT6Un9DDkRwyP0LYELdZA","10409238763186430915","https://www.google.com/search?kgmid=/g/12hkl6jmt","/g/12hkl6jmt","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICM75jxxAE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.theshopindia.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJU0LT6Un9DDkRwyP0LYELdZA&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/p/The-Shop-India-100071345126696/"," ","https://twitter.com/Theshopindia","https://www.instagram.com/theshop1969/","https://www.youtube.com/@Theshop_India",,,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcI-gMoFA",,,"Delivery | In-store pick-up | In-store shopping | On-site services","Credit cards | Debit cards | NFC mobile payments | Credit cards","Men's clothing",,,,"Quick visit"
"619","trending clothing business shops in Delhi","Studio One","Z -21  Hauz Khas Rd  Block Z  Hauz Khas  New Delhi  Delhi 110016","Z -21  Hauz Khas Rd","New Delhi","110016","New Delhi  Delhi 110016","Delhi","IN","Asia/Calcutta"," ","स्टूडियो"," "," ","01141655417","011 4165 5417"," "," ",,,"Designer Clothing Store","Clothing store","No","5","5"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 11 am-8 pm; Monday, 11 am-8:30 pm; Tuesday, Closed; ","11 am-8 pm","11 am-8 pm","11 am-8:30 pm","Closed","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.5534976","Lng 77.2082848","28.5534976,77.2082848","7JWVH635+98V","ChIJySlf9hLiDDkRqXEUii45Cm0"," ","https://www.google.com/maps/place/?q=place_id:ChIJySlf9hLiDDkRqXEUii45Cm0","7857155371949126057","https://www.google.com/search?kgmid=/g/1pt_sq0_k","/g/1pt_sq0_k","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC4oe2cvQE"," ","https://search.google.com/local/reviews?placeid=ChIJySlf9hLiDDkRqXEUii45Cm0&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIpAQoFQ",,,,"Credit cards | Debit cards | NFC mobile payments","Men's clothing",,,,
